the_geom,capacity_mw,record_last_updated_dd_mm_yyyy,operator,name,renewable_or_non_renewable,technology_type,cartodb_id,development_status,county,region,country,lat,long,operational
0101000020E6100000CCD47F31B60B04C059350873BBB74A40,2.1,30/10/2011,Biffa,Risley Sets 13 & 14,Renewable,Landfill Gas,320,Operational,Cheshire,North West,England,53.435408,-2.5057186,21/11/2003
0101000020E610000097EC8E7BA92EF8BF1407D0EFFB674B40,1,28/11/2003,Ener-G / Natural Power Ltd,Mark's Quarry,Renewable,Landfill Gas,321,Operational,Durham,North East,England,54.812376,-1.5113921,01/12/2003
0101000020E61000005411B8BFC4C9FABF5130630AD6884B40,1.9,23/03/2005,SITA UK / Natural Power,Brenkley Landfill,Renewable,Landfill Gas,322,Operational,Tyne and Wear,North East,England,55.069032,-1.6742599,01/12/2003
0101000020E61000006CD102B4AD960BC08331225168B54A40,60,03/12/2014,Npower Renewables,North Hoyle†,Renewable,Wind Offshore,323,Operational,Offshore,Offshore,Wales,53.417246,-3.4485735,01/12/2003
0101000020E6100000D1419770E8CDF4BF8E791D71C8584B40,5.5,09/12/2009,E.On,High Volts Wind Farm,Renewable,Wind Onshore,324,Operational,Cleveland,North East,England,54.693617,-1.3002705,01/12/2003
0101000020E6100000D8D1DD1A7D3913C07CF2B0506BD24B40,24,06/08/2004,Airtricity,Ardrossan,Renewable,Wind Onshore,325,Operational,Strathclyde,Scotland,Scotland,55.6439,-4.8061413,19/12/2003
0101000020E610000055B07C4C5A3711C0BF2A172AFFB64B40,3,03/03/2010,Garlaff Energy Ltd,Garlaff Landfill (Extension),Renewable,Landfill Gas,326,Operational,Strathclyde,Scotland,Scotland,55.429662,-4.3040554,29/12/2003
0101000020E610000055B07C4C5A3711C0BF2A172AFFB64B40,1.3,03/03/2010,Barr Environmental / CLP,Garlaff Landfill,Renewable,Landfill Gas,327,Operational,Strathclyde,Scotland,Scotland,55.429662,-4.3040554,29/12/2003
0101000020E6100000A8305B57714FF0BF9B728577B91C4A40,2,21/07/2005,Vivid Waste Management,Weston Landfill Site,Renewable,Landfill Gas,328,Operational,Northamptonshire,East Midlands,England,52.22441,-1.0193952,31/12/2003
0101000020E6100000C9D6E9F64899F9BF658BA4DDE8DB4A40,1,03/11/2009,ONYX LANDFILL LTD,Soothills Landfill,Renewable,Landfill Gas,330,Operational,West Yorkshire,Yorkshire and Humber,England,53.718044,-1.5999231,01/01/2004
0101000020E610000001568139FE54E03FC39D0B23BDC44940,11.6,18/11/2005,Cleanaway Ltd/EDL,Pitsea Landfill Scheme,Renewable,Landfill Gas,331,Operational,Essex,Eastern,England,51.537022,0.51037513,10/01/2004
0101000020E61000000DCF0138AC9F14C0A1116C5CFF044C40,33.3,27/07/2004,Scottish Power,Cruach Mhor,Renewable,Wind Onshore,332,Operational,Strathclyde,Scotland,Scotland,56.039043,-5.1559304,31/01/2004
0101000020E610000025FB31F7DA1D10C09ACE4E0647274A40,9.4,03/03/2010,"Westbury Windfarms Ltd, Unit 10, Strawberry how business
 centre, Lorton road, Cockercroft, CA13 9XQ",Llangwyryfon,Renewable,Wind Onshore,333,Operational,Dyfed,Wales,Wales,52.306855,-4.0291556,01/02/2004
0101000020E6100000B11303C9E00DE3BF2D24607479CB4940,1,05/11/2009,Summerleaze,Wapsey's Wood III,Renewable,Landfill Gas,334,Operational,Buckinghamshire,South East,England,51.589644,-0.5954441,01/03/2004
0101000020E6100000205B3BF6589FFC3FEC3191D26C524A40,60,03/12/2014,E.On,Scroby Sands†,Renewable,Wind Offshore,335,Operational,Offshore,Offshore,England,52.643946,1.7889032,01/03/2004
0101000020E61000004319CB701300E4BFAE64C74620D24A40,8.5,22/04/2009,Biffa,Roxby Gas to Energy,Renewable,Landfill Gas,336,Operational,Humberside,Yorkshire and Humber,England,53.64161,-0.62500927,01/04/2004
0101000020E61000002C353113FBAA0AC08A213999B8274C40,1.9,03/03/2010,SITA UK / Natural Power,Binn Landfill,Renewable,Landfill Gas,337,Operational,Tayside,Scotland,Scotland,56.310321,-3.3334867,01/04/2004
0101000020E6100000468713DA6A3DE7BFB344679945EC4A40,2.9,02/04/2014,FCC Environment,Gallymoor Landfill,Renewable,Landfill Gas,338,Operational,Humberside,Yorkshire and Humber,England,53.845874,-0.72624724,01/04/2004
0101000020E610000064B72AE4A5F6C4BF7D586FD40ACD4A40,3.2,20/08/2011,Newlincs Developments,Newlincs EfW,Renewable,EfW Incineration,339,Operational,Humberside,Yorkshire and Humber,England,53.601893,-0.1637771,01/04/2004
0101000020E6100000BFA6BD778A8BF7BF2A0307B4742B4A40,2.4,29/06/2005,ENERGY DEVELOPMENTS (UK) LTD,Waverley Wood II,Renewable,Landfill Gas,340,Operational,Warwickshire,West Midlands,England,52.339499,-1.4715676,01/05/2004
0101000020E6100000AD8837BE3889EA3F3082C64CA2EE4940,3.9,27/04/2006,Cory Environmental,Bellhouse South,Renewable,Landfill Gas,341,Operational,Essex,Eastern,England,51.864328,0.82925069,01/05/2004
0101000020E610000016DC0F7860A0FEBFDB4FC6F830FB4A40,1.2,02/12/2011,Yorkshire Water,Chelker Reservoir (Retention of Turbines),Renewable,Wind Onshore,342,Operational,North Yorkshire,Yorkshire and Humber,England,53.962432,-1.9141545,01/05/2004
0101000020E6100000D5BAC3DCA4980AC0B7F1272A1B1A4B40,1.2,11/04/2011,Windprospect,Haverigg Repowering (Haverigg II),Renewable,Wind Onshore,343,Operational,Cumbria,North West,England,54.203954,-3.3245332,01/05/2004
0101000020E61000002E26EC91BC190EC07B2FBE688FE14B40,124,14/12/2011,Scottish Power,Black Law,Renewable,Wind Onshore,344,Operational,Strathclyde,Scotland,Scotland,55.762189,-3.7625667,31/05/2004
0101000020E6100000D8C8BFE0E4A80EC05A4A969350D24940,2.2,15/07/2009,Natural Power,Briton / Neath,Renewable,Landfill Gas,345,Operational,West Glamorgan,Wales,Wales,51.643084,-3.8324678,01/06/2004
0101000020E6100000662BD43F2D4BFBBF526342CC254D4B40,1.1,06/08/2010,CLP and Briagas,PG2 Bolam Power Generator (Extension),Renewable,Landfill Gas,346,Operational,Durham,North East,England,54.602716,-1.7058537,01/06/2004
0101000020E6100000E66E00CB845EE93F0E2C47C840CA4940,2.4,22/04/2009,Cory Environmental,Barling Hall Farm,Renewable,Landfill Gas,347,Operational,Essex,Eastern,England,51.580102,0.79278793,01/06/2004
0101000020E6100000139CFA40F2AE08C0E960FD9FC3384D40,48.3,11/04/2011,RWE npower,Causeymire,Renewable,Wind Onshore,348,Operational,Highland,Scotland,Scotland,58.44347,-3.085423,01/06/2004
0101000020E6100000271F717E79D7FABF3F8C101E6D6C4B40,2.8,10/12/2009,E.On,Holmside Hall,Renewable,Wind Onshore,349,Operational,Durham,North East,England,54.84708,-1.6776061,01/06/2004
0101000020E6100000B37258AF5C4EC33F9161156F64C24940,5.9,05/08/2011,Ecotricity,Ford Wind Park - Dagenham,Renewable,Wind Onshore,350,Operational,Greater London,London,England,51.51869,0.15082892,17/06/2004
0101000020E6100000FF29B05B5F0F04C069006F8104F14B40,62.5,07/04/2010,Fred Olsen Renewables,Crystal Rig Phase 1,Renewable,Wind Onshore,351,Operational,Borders,Scotland,Scotland,55.88295,-2.5075061,30/06/2004
0101000020E610000050A77ED6E39BD03FE8D9ACFA5CD94940,1,28/09/2004,Waste Recycling Group,Ongar Landfill Scheme,Renewable,Landfill Gas,352,Operational,Essex,Eastern,England,51.69815,0.25951477,01/07/2004
0101000020E6100000E9263108AC1CCABFFD87F4DBD7494A40,240,May 2015,Centrica,Peterborough,Non-renewable,CCGT,1601,Operational,,,East,52.5769,-0.204,1993
0101000020E6100000B14C648B49A4F6BFA320787C7B614B40,2.7,09/05/2013,Angus Cambell/ Powergen,Hare Hill (B),Renewable,Wind Onshore,354,Operational,Durham,North East,England,54.761581,-1.4151092,02/07/2004
0101000020E6100000DE8C3FF61F1EFBBF488787307E824940,1.1,10/03/2005,Biffa,Whiteparish,Renewable,Landfill Gas,355,Operational,Wiltshire,South West,England,51.019476,-1.6948547,01/08/2004
0101000020E6100000B9CC446C0BBA06C06BF46A80D2524C40,2,09/06/2014,Natural Power,Lochhead Landfill Scheme,Renewable,Landfill Gas,356,Operational,Tayside,Scotland,Scotland,56.647049,-2.8408421,01/08/2004
0101000020E6100000B4C9E1934EDC11C0AA622AFD84454C40,11,22/04/2009,Scottish and Southern Energy (SSE),Cashlie,Renewable,Large Hydro,357,Operational,Tayside,Scotland,Scotland,56.543121,-4.4651435,01/09/2004
0101000020E61000002A28FB9DDCA50EC0629D2ADF33D24940,2,04/10/2004,Neath Port Talbot Waste Management Co Ltd,Briton Ferry,Renewable,Landfill Gas,358,Operational,West Glamorgan,Wales,Wales,51.642208,-3.8309872,01/09/2004
0101000020E610000013F5FE16CFA6E03F5A2A6F47386D4940,1,08/10/2013,Biffa,Pebsham (Extension),Renewable,Landfill Gas,359,Operational,East Sussex,South East,England,50.85328,0.52036242,01/09/2004
0101000020E61000008F4CEA788A84ED3FFAB5F5D37F5C4A40,1,08/10/2013,Combined Landfill Projects (CLP Envirogas),Folly Lane,Renewable,Landfill Gas,360,Operational,Norfolk,Eastern,England,52.722651,0.92242931,01/10/2004
0101000020E6100000AD45555DD1DF12C0B8E52329E9DB4B40,1.2,27/04/2006,William Tracey Ltd,Barkip Landfill Site,Renewable,Landfill Gas,361,Operational,Strathclyde,Scotland,Scotland,55.718053,-4.7185721,13/10/2004
0101000020E6100000AD05AC0B2EACF7BFF8A75489B2B34A40,1.2,06/08/2010,Coal Products Ltd Energy,Parkwood Landfill Scheme,Renewable,Landfill Gas,362,Operational,South Yorkshire,Yorkshire and Humber,England,53.403886,-1.4795361,01/11/2004
0101000020E6100000C3BEF8FDF6B0FABF79B29B19FD604940,2.8,09/01/2015,Veolia,Efford Landfill (Newmilton),Renewable,Landfill Gas,363,Operational,Hampshire,South East,England,50.757724,-1.6682043,01/11/2004
0101000020E61000004752770A5E2112C02E008DD2A5FF4B40,2,08/10/2013,Auchencarroch Energy Ltd/CLP,Auchencarroch Landfill Extension,Renewable,Landfill Gas,364,Operational,Strathclyde,Scotland,Scotland,55.997248,-4.5325853,01/11/2004
0101000020E6100000A73C1D3CD17DEABF1E5036E50A994940,2.4,08/10/2013,Biffa,Farnham Landfill,Renewable,Landfill Gas,329,Operational,Surrey,South East,England,51.195645,-0.82785856,01/01/2004
0101000020E610000089034B22B984CE3F315D88D51FA94A40,9.6,04/12/2009,Ecotricity,Bambers Farm,Renewable,Wind Onshore,365,Operational,Lincolnshire,East Midlands,England,53.321284,0.23842539,01/11/2004
0101000020E61000005DAD6E5056E70AC0B9A81611C5C44C40,50.6,09/03/2010,Natural Power Consultants,Rothes Wind (Cairn Uish),Renewable,Wind Onshore,366,Operational,Grampian,Scotland,Scotland,57.537264,-3.3629576,01/11/2004
0101000020E61000005FDF98AFDC3C00C000E1438996604940,3,06/08/2010,Combined Landfill Projects (CLP) / SITA UK,Beacon Hill,Renewable,Landfill Gas,367,Operational,Dorset,South West,England,50.754594,-2.0297178,01/12/2004
0101000020E6100000C072295371B804C092CA147310C64A40,2.1,03/12/2014,FCC Environment,Kirkless Power,Renewable,Landfill Gas,368,Operational,Greater Manchester,North West,England,53.547377,-2.5900599,01/12/2004
0101000020E6100000EA33B10AE5AE03C0BF99982EC4FC4B40,14,25/09/2014,Viridor,Dunbar Power Plant,Renewable,Landfill Gas,369,Operational,Lothian,Scotland,Scotland,55.974737,-2.4603978,01/12/2004
0101000020E6100000D120054F21A703C0F660527C7CFC4B40,2.2,25/09/2014,Viridor,Dunbar,Renewable,Landfill Gas,370,Operational,Lothian,Scotland,Scotland,55.972549,-2.4566065,01/12/2004
0101000020E610000023D923D40C49F7BF5323F433F5724940,16,08/01/2015,Veolia,Marchwood ERF,Renewable,EfW Incineration,371,Operational,Hampshire,South East,England,50.898108,-1.4553345,01/12/2004
0101000020E610000049B9FB1C1F2DFC3F723447567E3D4A40,2.3,03/02/2010,SLP Energy,Ness point Wind Turbine 1,Renewable,Wind Onshore,372,Operational,Suffolk,Eastern,England,52.480418,1.761016,01/12/2004
0101000020E6100000BFFB993050080CC00EBDC5C37B504B40,8.8,07/09/2009,Cumbria Wind Farms,Winscales Phase I and II,Renewable,Wind Onshore,373,Operational,Cumbria,North West,England,54.628777,-3.5040592,01/12/2004
0101000020E6100000FFB5172C301F15C00E4DD9E9071B4C40,2.2,09/05/2007,INNOGY plc,Braevallich,Renewable,Small Hydro,374,Operational,Strathclyde,Scotland,Scotland,56.211179,-5.2804572,01/01/2005
0101000020E610000067710B0588DCB63F96B377465B494A40,2,22/04/2009,Snow Mountain Investment Ltd,Long Hill Road,Renewable,Wind Onshore,375,Operational,Cambridgeshire,Eastern,England,52.573098,0.089302541,01/01/2005
0101000020E6100000142F055A702503C029EACC3D24B04C40,2.5,01/10/2009,Mackies Ltd. Agent: Colin G Anderson,Hill of Easterton,Renewable,Wind Onshore,376,Operational,Grampian,Scotland,Scotland,57.376106,-2.3932807,01/01/2005
0101000020E6100000F3284B636A010EC06EFB1EF5D7334A40,58.5,22/04/2009,"Renewable Development Company Ltd, KENTECH Ltd",Cefn Croes Wind Farm,Renewable,Wind Onshore,377,Operational,Dyfed,Wales,Wales,52.405028,-3.7506912,25/01/2005
0101000020E61000007E48090B38F5FDBF9E5F94A0BFBA4C40,4.3,08/10/2013,Stoneyhill Waste Management Ltd,Stoneyhill Landfill Site,Renewable,Landfill Gas,378,Operational,Grampian,Scotland,Scotland,57.458973,-1.8723679,01/02/2005
0101000020E61000006B08331246C81EC03DB7D09508464B40,19.5,05/01/2015,Greencoat UK Wind,Tappaghan,Renewable,Wind Onshore,380,Operational,County Fermanagh,Northern Ireland,Northern Ireland,54.547137,-7.6955798,01/02/2005
0101000020E610000034B91803EBB801C0978BF84ECC2A4A40,1.6,27/09/2005,Biffa,Waresley Landfill Site,Renewable,Landfill Gas,381,Operational,Hereford and Worcester,West Midlands,England,52.33436,-2.215292,02/02/2005
0101000020E6100000BA40930E20AD09C072E0D572677E4940,2.4,10/03/2005,ENERGY DEVELOPMENTS (UK) LTD,Poole Generation Plant,Renewable,Landfill Gas,382,Operational,Somerset,South West,England,50.987532,-3.2095338,17/02/2005
0101000020E6100000E98601A667ED11C032ACE28DCC974C40,2,08/05/2006,RWE npower,Garrogie Hydro Scheme,Renewable,Small Hydro,383,Operational,Highland,Scotland,Scotland,57.18593,-4.4818407,01/03/2005
0101000020E610000005AFD0E6BCEFCE3FCE33F6251BF14940,2.5,06/08/2010,RMC Aggregates,West Mill,Renewable,Landfill Gas,384,Operational,Essex,Eastern,England,51.883641,0.24169122,01/03/2005
0101000020E6100000A52A12B81ADEF0BFD87F9D9B36694940,16,30/04/2010,Veolia,Portsmouth ERF,Renewable,EfW Incineration,385,Operational,Hampshire,South East,England,50.821979,-1.0542247,01/03/2005
0101000020E61000004AED45B41D5397BF1041D5E8D5D44940,408,May 2015,E.On UK,Enfield,Non-renewable,CCGT,1608,Operational,,,London,51.662778,-0.022778,1999
0101000020E610000044238E2BE4A0F3BFFA27B85851494A40,2.7,09/06/2010,SITA UK,Narborough Landfill,Renewable,Landfill Gas,386,Operational,Leicestershire,East Midlands,England,52.572795,-1.2267801,11/03/2005
0101000020E6100000DCF126BF45C7F5BFF3203D450EA34A40,2.1,03/04/2014,Waste Recycling Group,Staveley Power,Renewable,Landfill Gas,387,Operational,Derbyshire,East Midlands,England,53.273873,-1.3611505,01/04/2005
0101000020E61000009F550B91789E08C06F83DA6FEDF04B40,2,11/11/2005,Waste Recycling Group,Drummond Moor Landfill,Renewable,Landfill Gas,388,Operational,Lothian,Scotland,Scotland,55.882246,-3.0773784,01/04/2005
0101000020E6100000FB7B84F5DAA70DC0FCFECD8B13354A40,16.4,01/04/2005,Renewable Development Company Ltd,Bryn Du,Renewable,Wind Onshore,389,Operational,Powys,Wales,Wales,52.414659,-3.7069606,01/04/2005
0101000020E6100000271AFF999C1D16C0780E65A88A4F4C40,3.5,10/05/2006,Scottish and Southern Energy (SSE),Kingairloch,Renewable,Small Hydro,390,Operational,Highland,Scotland,Scotland,56.621419,-5.5289177,01/05/2005
0101000020E6100000061CF8078020FCBFBEF8A23D5E7A4B40,1.5,06/08/2010,SITA UK,Burnhills Landfill Scheme (L4),Renewable,Landfill Gas,391,Operational,Tyne and Wear,North East,England,54.956001,-1.7579346,01/06/2005
0101000020E6100000BF9360BBC5ED0BC0DFDFA0BDFA8E4A40,21.3,16/08/2012,Munich Re (previously Windjen Power Ltd),Tir Mostyn And Foel Goch Wind Farm,Renewable,Wind Onshore,392,Operational,Clwyd,Wales,Wales,53.117027,-3.4910998,01/06/2005
0101000020E6100000D87624A82B1913C0AFD2DD75367C4B40,19.5,25/09/2014,Scottish and Southern Energy (SSE),Artfield Fell,Renewable,Wind Onshore,393,Operational,,Scotland,Scotland,54.970412,-4.7745806,23/06/2005
0101000020E610000095F61FFC3858CCBF9A0986730D4D4A40,1.4,06/07/2009,Shanks Waste,Dogsthorpe South Landfill Site 2,Renewable,Landfill Gas,395,Operational,Cambridgeshire,Eastern,England,52.601973,-0.22144234,01/08/2005
0101000020E6100000E5D9401592C70BC0938E72309B0C4C40,2,01/06/2010,Fife Council,Lochhead,Renewable,Landfill Gas,444,Operational,Fife,Scotland,Scotland,56.098486,-3.4724466,01/09/2006
0101000020E61000004F61003CFD8B0BC020EEEA5564264D40,13,23/10/2009,Mr and Mrs Hall,Boulfruich,Renewable,Wind Onshore,396,Operational,Highland,Scotland,Scotland,58.299937,-3.4433541,01/08/2005
0101000020E610000033526B71F86ABD3F895DDBDB2D4D4A40,14,06/05/2009,Co-op,Coldham Hall,Renewable,Wind Onshore,397,Operational,Cambridgeshire,Eastern,England,52.602962,0.11491349,01/08/2005
0101000020E6100000982C9386BF7B00C089601C5C3A9C4C40,2.2,03/12/2014,FCC Environment,Black Dog,Renewable,Landfill Gas,398,Operational,Grampian,Scotland,Scotland,57.220531,-2.0604239,30/08/2005
0101000020E6100000DB4414300DE5E0BF4D4A41B797BE4940,1.9,03/03/2010,Biffa,Colnbrook Landfill,Renewable,Landfill Gas,399,Operational,Buckinghamshire,South East,England,51.489005,-0.52796039,01/09/2005
0101000020E6100000E62FE35C79FF03C00ABDFE243E554A40,2.9,09/06/2010,ONYX LANDFILL LTD,Candles/Coalmoor Landfill,Renewable,Landfill Gas,401,Operational,Shropshire,West Midlands,England,52.665959,-2.4997432,01/10/2005
0101000020E61000000015336722A109C0698D412784144B40,2.2,10/12/2013,Waste Recycling Group,Bennett Bank Landfill Site (lfg),Renewable,Landfill Gas,402,Operational,Cumbria,North West,England,54.160283,-3.2036789,01/10/2005
0101000020E610000009D9FD533F69E8BF5471E316F39B4940,1.2,19/10/2005,SITA UK,Runfold Landfill,Renewable,Landfill Gas,403,Operational,Surrey,South East,England,51.218356,-0.76284758,01/10/2005
0101000020E6100000F795A4BE6E89EFBF728BF9B9A1B54940,2,06/05/2009,Ecotricity /  Prudential,Green Park,Renewable,Wind Onshore,404,Operational,Berkshire,South East,England,51.418998,-0.98552644,01/10/2005
0101000020E61000001A51DA1B7C6910C04B395FECBDAA4C40,92,06/05/2009,RWE npower,Farr Wind Farm,Renewable,Wind Onshore,405,Operational,Highland,Scotland,Scotland,57.333921,-4.1030125,01/10/2005
0101000020E6100000EE1C6F97A2E10EC0EDB776A224DE4940,3.2,15/07/2009,Waste Recycling Group,PwllfaWatkin Landfill Gas Site,Renewable,Landfill Gas,406,Operational,West Glamorgan,Wales,Wales,51.735493,-3.8601734,01/11/2005
0101000020E61000009FC14B1531B1F7BFD9226937FA744B40,4,23/10/2009,Nissan Manufacturing UK,Nissan Wind Farm,Renewable,Wind Onshore,407,Operational,Tyne and Wear,North East,England,54.913886,-1.4807597,01/11/2005
0101000020E6100000FA67151CAF57B83F5AD5928E724C4A40,16,11/04/2011,Wind Prospect / TXU,Coldham,Renewable,Wind Onshore,408,Operational,Cambridgeshire,Eastern,England,52.597246,0.095087952,01/11/2005
0101000020E6100000ECA17DACE0A71EC0338AE59656274B40,2.5,08/10/2013,Balcas Timber,Balcas Timber Biomass CHP Plant,Renewable,Biomass (dedicated),409,Operational,County Fermanagh,Northern Ireland,Northern Ireland,54.30733,-7.663943,14/11/2005
0101000020E6100000BDDF0D0E9B0DFBBF0D6D0036203C4A40,8.5,30/04/2010,Energy Developments (UK) / SITA UK,Packington Generation Plant Phase 3,Renewable,Landfill Gas,410,Operational,Warwickshire,West Midlands,England,52.469733,-1.6908217,01/12/2005
0101000020E61000008FEA2A93D04CD1BFB69F8CF161004A40,2.3,08/10/2013,Waste Recycling Group,Arlesey Landfill Gas (Extension),Renewable,Landfill Gas,412,Operational,Bedfordshire,Eastern,England,52.002989,-0.2703134,01/12/2005
0101000020E610000077EF8F9480DABBBF93FDF33460424A40,16,06/05/2009,Fenland Windfarms Ltd,Glass Moor,Renewable,Wind Onshore,413,Operational,Cambridgeshire,Eastern,England,52.518561,-0.10880283,01/12/2005
0101000020E6100000EB1F4432E45011C0A9A44E4013E74C40,29.8,11/04/2011,CRE Energy/ Scottish Power,Beinn Tharsuinn Windfarm Project,Renewable,Wind Onshore,414,Operational,Highland,Scotland,Scotland,57.805275,-4.3289955,01/12/2005
0101000020E6100000EF50B92EA12F20C051FA42C879354B40,22.8,08/10/2013,B9 / Renewable Energy Systems (RES),Callagheen,Renewable,Wind Onshore,415,Operational,County Fermanagh,Northern Ireland,Northern Ireland,54.417779,-8.0930266,01/12/2005
0101000020E6100000FF10D19E81070DC0B14D2A1A6BD74940,32,06/05/2009,RWE npower,Ffynnon Oer Wind Farm,Renewable,Wind Onshore,416,Operational,West Glamorgan,Wales,Wales,51.682956,-3.6286652,01/12/2005
0101000020E610000069CFC023856D0BC06D3B6D8D084A4A40,14.5,06/05/2009,Renewable Energy Systems (RES),Mynydd Clogau Wind Farm,Renewable,Wind Onshore,417,Operational,Powys,Wales,Wales,52.578386,-3.4284766,01/12/2005
0101000020E6100000BC8AD69B628F0FC05C902DCBD7F34B40,4,02/10/2009,Shanks Avondale,Avondale,Renewable,Landfill Gas,418,Operational,Strathclyde,Scotland,Scotland,55.905023,-3.9450123,01/01/2006
0101000020E610000038FD34498762F8BF1C7A8B87F77E4940,1,05/11/2009,Viridor,Squabb Wood,Renewable,Landfill Gas,419,Operational,Hampshire,South East,England,50.991929,-1.5240548,01/01/2006
0101000020E6100000301B536639C710C0B91B446B45E54B40,7.4,09/03/2010,CLP Envirogas,South Cathkin Landfill Site,Renewable,Landfill Gas,420,Operational,Strathclyde,Scotland,Scotland,55.791181,-4.1945549,01/01/2006
0101000020E6100000264D07DB1DCCD4BFBEFA78E8BB914940,1,23/04/2012,Hanson Brick Ltd,Capel Landfill,Renewable,Landfill Gas,421,Operational,Surrey,South East,England,51.138547,-0.32495829,01/02/2006
0101000020E61000006A8BC635991C05C01A868F8829D54C40,20,25/05/2012,RDC Scotland Ltd,Boyndie Airfield,Renewable,Wind Onshore,422,Operational,Grampian,Scotland,Scotland,57.66533,-2.6389641,01/02/2006
0101000020E61000008033E7CF6D2813C00FF10F5B7ADC4B40,18,23/10/2009,Wind Prospect on land owned by Community Windpower Ltd,Wardlaw Wood,Renewable,Wind Onshore,423,Operational,Strathclyde,Scotland,Scotland,55.722484,-4.7894814,01/03/2006
0101000020E610000085B18520077509C047B071FDBBE04940,2.7,15/07/2009,NOVERA,Silent Valley Landfill Scheme,Renewable,Landfill Gas,424,Operational,Gwent,Wales,Wales,51.755737,-3.1821425,11/03/2006
0101000020E6100000804177EEE2620AC0069D103AE8FE4A40,90,05/06/2014,DONG Energy,Barrow†,Renewable,Wind Offshore,425,Operational,Offshore,Offshore,England,53.991462,-3.2982844,01/04/2006
0101000020E6100000EF579E932094E4BFDDD1FF722D2E4A40,20,30/06/2009,Your Energy Ltd,Burton Wold Windfarm,Renewable,Wind Onshore,426,Operational,Northamptonshire,East Midlands,England,52.360762,-0.64308194,01/04/2006
0101000020E610000083EEDCC545CF0BC0C2853C821BB94C40,65,30/09/2009,Fred Olsen Renewables,Paul's Hill and Extension,Renewable,Wind Onshore,427,Operational,Grampian,Scotland,Scotland,57.446152,-3.4762073,01/04/2006
0101000020E61000009A266C3F1963EBBF2D5E2C0C91894A40,1772,May 2015,RWE Npower Plc,Staythorpe C,Non-renewable,CCGT,1627,Operational,,,East Midlands,53.074739,-0.855847,2010
0101000020E610000066683C11C41903C0C3D66CE525754C40,1.2,02/09/2011,,Macphie of Glenbervie,Renewable,Biomass (dedicated),526,Operational,Grampian,Scotland,Scotland,56.915219,-2.387581,01/09/2008
0101000020E6100000383C73C57B84F4BFF73AA92F4B7B4940,1.5,19/10/2005,Renewable Power Generation Ltd,Fairoak Landfill,Renewable,Landfill Gas,428,Operational,Hampshire,South East,England,50.963232,-1.2823446,24/04/2006
0101000020E6100000061CF8078020FCBFBEF8A23D5E7A4B40,3.8,05/02/2010,SITA UK,Burnhills Landfill (L5),Renewable,Landfill Gas,429,Operational,Tyne and Wear,North East,England,54.956001,-1.7579346,01/05/2006
0101000020E6100000FEE77AEC78ED12C028EE7893DFA04B40,120,06/05/2009,Scottish and Southern Energy (SSE),Hadyard Hill,Renewable,Wind Onshore,430,Operational,Strathclyde,Scotland,Scotland,55.256823,-4.7319066,08/05/2006
0101000020E6100000EC18B2158F2607C01822A7AFE73D4C40,4,23/10/2009,Ecotricity,Michelin Tyre Co Ltd - Dundee,Renewable,Wind Onshore,431,Operational,Tayside,Scotland,Scotland,56.483633,-2.8938276,20/05/2006
0101000020E6100000619A33EC41C201C0D4D688601CE04A40,2,25/05/2006,CAIRD ENVIRONMENTAL LTD,Deerplay Landfill Site,Renewable,Landfill Gas,432,Operational,Lancashire,North West,England,53.750866,-2.2198523,24/05/2006
0101000020E61000004B68DCE56C3B05C079C9FFE4EF084B40,16,06/05/2009,Hainsford Energy Ltd,Caton Moor Windfarm Repowering,Renewable,Wind Onshore,433,Operational,Lancashire,North West,England,54.069821,-2.6540163,01/06/2006
0101000020E610000049C961E6F16A02C0F3203D450E714940,1.3,04/01/2012,,Lowbrook Farm Anaerobic Digester (Farm AD),Renewable,Anaerobic Digestion,434,Operational,Dorset,South West,England,50.883248,-2.3022192,26/06/2006
0101000020E6100000BBC4477A076E06C0EB55647440E04A40,3.3,13/07/2006,SITA UK / Natural Power,Clifton Marsh Energy,Renewable,Landfill Gas,435,Operational,Lancashire,North West,England,53.751967,-2.8037252,13/07/2006
0101000020E61000008F2B3FBA222208C093A8177C9AF34A40,4.3,10/12/2009,SITA UK,Jameson Road,Renewable,Landfill Gas,436,Operational,Lancashire,North West,England,53.903152,-3.0166678,13/07/2006
0101000020E61000006AD6BE25A52D13C045B9347EE1A94C40,7.5,12/05/2006,Scottish and Southern Energy (SSE),Fasnakyle Hydro Extension,Renewable,Large Hydro,437,Operational,Highland,Scotland,Scotland,57.327194,-4.7945753,01/08/2006
0101000020E6100000F4C7721ABB27CF3FA9F7544E7BC04940,2.3,28/08/2009,Aveley Methane Ltd,Sandy Lane Landfill Scheme,Renewable,Landfill Gas,438,Operational,Essex,Eastern,England,51.503763,0.24339999,01/08/2006
0101000020E61000007F6374E5589300C05AF0A2AF20314A40,2,05/06/2009,ENERGY DEVELOPMENTS (UK) LTD/Cleanaway,Sandy Lane Generation Plant,Renewable,Landfill Gas,439,Operational,Hereford and Worcester,West Midlands,England,52.38381,-2.0719469,01/08/2006
0101000020E6100000C0F91E3F653E14C03A933655F7DC4940,1,03/03/2010,Mr Knight,Lodge Farm 1,Renewable,Wind Onshore,440,Operational,Dyfed,Wales,Wales,51.726298,-5.0609331,01/08/2006
